Date,Team,Acquired,Relinquished,Notes
2017-04-12,Nuggets,,Gary Harris,sore right knee (out for season)
2017-04-12,Nuggets,,Will Barton,DNP
2017-04-12,Nuggets,,Wilson Chandler,DNP
2017-04-12,Pistons,,Michael Gbinije,placed on IL with illness (out for season)
2017-04-12,Raptors,,DeMar DeRozan,placed on IL for rest / flu (out for season)
2017-04-12,Raptors,,Serge Ibaka,placed on IL
2017-04-12,Rockets,,Chinanu Onuaku,placed on IL
2017-04-12,Rockets,Kyle Wiltjer,,activated from IL
2017-04-12,Rockets,Nene Hilario ,,returned to lineup
2017-04-12,Rockets,Patrick Beverley,,returned to lineup
2017-04-12,Spurs,,Bryn Forbes,placed on IL
2017-04-12,Spurs,Dejounte Murray,,activated from IL
2017-04-12,Thunder,,Andre Roberson,placed on IL
2017-04-12,Thunder,Josh Huestis,,activated from IL
2017-04-12,Timberwolves,,Ricky Rubio,DNP (out for season)
2017-04-12,Warriors,,Matt Barnes,"placed on IL with sprained right ankle, foot"
2017-04-12,Warriors,Damian Jones,,activated from IL
2017-04-12,Warriors,Klay Thompson,,returned to lineup
2017-04-12,Wizards,,Bradley Beal,placed on IL for rest
2017-04-12,Wizards,,Ian Mahinmi,placed on IL for strained left calf
2017-04-12,Wizards,,Markieff Morris,rest (DTD)
2017-04-12,Wizards,Otto Porter Jr.,,activated from IL
2017-04-12,Wizards,Sheldon Mac,,activated from IL
2017-04-12,Kings,Darren Collison,,activated from IL
2017-04-12,Pistons,Beno Udrih,,activated from IL
2017-04-12,Wizards,John Wall ,,activated from IL
2017-04-12,Kings,,Darren Collison,rest (out for season)
2017-04-12,Pistons,,Beno Udrih,knee injury (out for season)
2017-04-12,Raptors,Bruno Caboclo,,activated from IL
2017-04-12,Raptors,Pascal Siakam,,activated from IL
2017-04-12,Wizards,,John Wall ,rest (DTD)
2017-04-13,Grizzlies,,Tony Allen,strained right calf (out for season)
2017-04-14,Wizards,,Sheldon Mac,strained calf (DTD)
2017-04-15,Bucks,,Gary Payton II,placed on IL
2017-04-15,Bucks,,Jabari Parker,placed on IL recovering from surgery on left knee to repair torn ACL (out for season)
2017-04-15,Bucks,,Matthew Dellavedova,returned to lineup
2017-04-15,Bucks,Giannis Antetokounmpo,,returned to lineup
2017-04-15,Bucks,Khris Middleton,,activated from IL
2017-04-15,Bucks,Tony Snell,,returned to lineup
2017-04-15,Cavaliers,,Kay Felder,placed on IL
2017-04-15,Cavaliers,,Edy Tavares,placed on IL
2017-04-15,Cavaliers,Kevin Love,,returned to lineup
2017-04-15,Cavaliers,Kyrie Irving,,returned to lineup
2017-04-15,Clippers,,Austin Rivers,placed on IL with strained left hamstring
2017-04-15,Clippers,,Diamond Stone,placed on IL
2017-04-15,Grizzlies,,Tony Allen,placed on IL with strained right calf muscle (out for season)
2017-04-15,Jazz,,Joel Bolomboy,placed on IL
2017-04-15,Jazz,,Raul Neto,placed on IL
2017-04-15,Pacers,,Georges Niang,placed on IL
2017-04-15,Pacers,,Glenn Robinson III,placed on IL with strained left calf (out for season)
2017-04-15,Raptors,,Bruno Caboclo,placed on IL
2017-04-15,Raptors,,Pascal Siakam,placed on IL
2017-04-15,Spurs,,Dejounte Murray,placed on IL
2017-04-15,Spurs,,Joel Anthony,placed on IL
2017-04-16,Blazers,,Tim Quarterman,concussion (DTD)
2017-04-16,Blazers,Al-Farouq Aminu,,returned to lineup
2017-04-16,Blazers,Allen Crabbe,,returned to lineup
2017-04-16,Blazers,C.J. McCollum,,returned to lineup
2017-04-16,Blazers,Damian Lillard,,returned to lineup
2017-04-16,Bulls,,Cameron Payne,placed on IL
2017-04-16,Bulls,,Isaiah Canaan,placed on IL
2017-04-16,Celtics,,Demetrius Jackson,placed on IL
2017-04-16,Celtics,,Jordan Mickey,placed on IL
2017-04-16,Hawks,,DeAndre Bembry,placed on IL
2017-04-16,Hawks,,Ryan Kelly,placed on IL
2017-04-16,Hawks,Dennis Schroder,,returned to lineup
2017-04-16,Rockets,,Chinanu Onuaku,placed on IL
2017-04-16,Rockets,,Isaiah Taylor,placed on IL
2017-04-16,Rockets,,Kyle Wiltjer,placed on IL
2017-04-16,Thunder,,Josh Huestis,placed on IL
2017-04-16,Thunder,,Kyle Singler,placed on IL
2017-04-16,Thunder,Doug McDermott,,activated from IL
2017-04-16,Warriors,,Kevon Looney,placed on IL with strained left hip (out for season)
2017-04-16,Warriors,,Matt Barnes,placed on IL with sprained right ankle
2017-04-16,Wizards,,Chris McCullough,placed on IL (out for season)
2017-04-16,Wizards,Bradley Beal,,activated from IL
2017-04-16,Wizards,John Wall ,,returned to lineup
2017-04-16,Wizards,Markieff Morris,,returned to lineup
2017-04-16,Wizards,Sheldon Mac,,returned to lineup
2017-04-17,Jazz,,Rudy Gobert,hyperextended left knee (DTD)
2017-04-17,Pacers,,Joe Young,placed on IL
2017-04-18,Jazz,,Alec Burks,placed on IL with sore left knee (out for season)
2017-04-18,Jazz,,Rudy Gobert,placed on IL with hyperextended left knee
2017-04-18,Jazz,Joel Bolomboy,,activated from IL
2017-04-18,Jazz,Raul Neto,,activated from IL
2017-04-19,Blazers,Tim Quarterman,,returned to lineup
2017-04-19,Thunder,,Norris Cole ,placed on IL
2017-04-19,Thunder,Kyle Singler,,activated from IL
2017-04-19,Warriors,,Kevin Durant,strained left calf (DTD)
2017-04-19,Warriors,,Shaun Livingston,sprained right index finger (DTD)
2017-04-20,Spurs,,Bryn Forbes,placed on IL
2017-04-20,Spurs,Dejounte Murray,,activated from IL
2017-04-21,Bulls,,Rajon Rondo,placed on IL with fractured right thumb (out for season)
2017-04-21,Bulls,Cameron Payne,,activated from IL
2017-04-21,Thunder,,Semaj Christon,placed on IL
2017-04-21,Thunder,Norris Cole ,,activated from IL
2017-04-22,Blazers,Jusuf Nurkic,,activated from IL
2017-04-22,Clippers,,Blake Griffin,right big toe injury (out for season)
2017-04-22,Grizzlies,James Ennis,,activated from IL
2017-04-22,Lakers,,Timofey Mozgov,sore ankle (DTD)
2017-04-22,Spurs,,Dewayne Dedmon,placed on IL with illness
2017-04-22,Spurs,Joel Anthony,,activated from IL
2017-04-22,Warriors,,Steve Kerr,head coach illness (DTD)
2017-04-23,Bulls,,Cameron Payne,placed on IL
2017-04-23,Bulls,Isaiah Canaan,,activated from IL
2017-04-23,Clippers,,Blake Griffin,placed on IL with right big toe injury (out for season)
2017-04-23,Clippers,Diamond Stone,,activated from IL
2017-04-23,Jazz,,Gordon Hayward,food poisoning (DTD)
2017-04-23,Jazz,,Jeff Withey,placed on IL
2017-04-23,Jazz,Rudy Gobert,,activated from IL
2017-04-24,Blazers,,Jusuf Nurkic,fractured fibula in right leg (out for season)
2017-04-24,Jazz,Gordon Hayward,,returned to lineup
2017-04-24,Warriors,,Steve Kerr,head coach illness (DTD)
2017-04-24,Warriors,Kevin Durant,,returned to lineup
2017-04-25,Clippers,,Diamond Stone,placed on IL (out for season)
2017-04-25,Clippers,Austin Rivers,,activated from IL
2017-04-25,Spurs,,Joel Anthony,placed on IL
2017-04-25,Spurs,Dewayne Dedmon,,activated from IL
2017-04-27,Knicks,,Joakim Noah,surgery on right shoulder to repair torn rotator cuff (out indefinitely)
2017-04-27,Nuggets,,Jamal Murray,surgery to repair core muscle related injuries (out indefinitely)
2017-04-28,Jazz,,Joel Bolomboy,placed on IL
2017-04-28,Jazz,Jeff Withey,,activated from IL
2017-05-01,Clippers,,Blake Griffin,surgery on right big toe (out for season)
2017-05-01,Raptors,,Lucas Nogueira,placed on IL
2017-05-01,Raptors,Pascal Siakam,,activated from IL
2017-05-01,Rockets,Kyle Wiltjer,,activated from IL
2017-05-01,Rockets,Sam Dekker,,activated from IL
2017-05-02,Jazz,,Jeff Withey,placed on IL
2017-05-02,Jazz,Joel Bolomboy,,activated from IL
2017-05-02,Warriors,,Damian Jones,placed on IL
2017-05-02,Warriors,,Steve Kerr,head coach illness (DTD)
2017-05-02,Warriors,Matt Barnes,,activated from IL
2017-05-02,Warriors,Shaun Livingston,,returned to lineup
2017-05-03,Lakers,,Luol Deng,surgery on right pectoral muscle (out indefinitely)
2017-05-04,Jazz,,George Hill,placed on IL with sore left big toe (out for season)
2017-05-04,Jazz,Jeff Withey,,activated from IL
2017-05-04,Spurs,, Tony Parker,ruptured quadriceps tendon in left leg (out for season)
2017-05-04,Warriors,,Steve Kerr,head coach illness (DTD)
2017-05-04,Wizards,,Daniel Ochefu,placed on IL
2017-05-04,Wizards,Ian Mahinmi,,activated from IL
2017-05-05,Raptors,,Kyle Lowry,sprained left ankle (DTD)
2017-05-05,Raptors,,Lucas Nogueira,placed on IL
2017-05-05,Raptors,Pascal Siakam,,activated from IL
2017-05-05,Rockets,Kyle Wiltjer,,activated from IL
2017-05-05,Spurs,, Tony Parker,placed on IL recovering from surgery to repair ruptured quadriceps tendon in left leg (out for season)
2017-05-05,Spurs,Bryn Forbes,,activated from IL
2017-05-06,Warriors,,Steve Kerr,head coach illness (DTD)
2017-05-07,Raptors,,Kyle Lowry,placed on IL with sprained left ankle
2017-05-07,Raptors,Kyle Lowry,,activated from IL
2017-05-07,Raptors,Lucas Nogueira,,activated from IL
2017-05-08,Rockets,,Nene Hilario ,torn left adductor muscle (out for season)
2017-05-09,Rockets,,Isaiah Taylor,placed on IL
2017-05-09,Rockets,,Nene Hilario ,placed on IL with torn left adductor muscle (out for season)
2017-05-09,Rockets,Chinanu Onuaku,,activated from IL
2017-05-09,Rockets,Kyle Wiltjer,,activated from IL
2017-05-11,Rockets,,Kyle Wiltjer,placed on IL (out for season)
2017-05-11,Rockets,Isaiah Taylor,,activated from IL
2017-05-11,Spurs,,Kawhi Leonard,placed on IL with sprained left ankle
2017-05-11,Spurs,Joel Anthony,,activated from IL
2017-05-13,Cavaliers,,Edy Tavares,fractured right hand (out for season)
2017-05-14,Warriors,,Andre Iguodala,sore left knee (DTD)
2017-05-14,Spurs,Kawhi Leonard,,activated from IL
2017-05-14,Spurs,,Kawhi Leonard,sprained left ankle (DTD)
2017-05-16,Spurs,,Kawhi Leonard,placed on IL with sprained left ankle
2017-05-16,Spurs,Joel Anthony,,activated from IL
2017-05-16,Warriors,,Andre Iguodala,placed on IL with sore left knee
2017-05-16,Warriors,Damian Jones,,activated from IL
2017-05-17,Bulls,,Denzel Valentine,arthroscopic surgery on left ankle (out indefinitely)
2017-05-17,Hornets,,Kemba Walker,arthroscopic surgery on left knee (out indefinitely)
2017-05-17,Warriors,,Zaza Pachulia,bruised right heel
2017-05-19,Celtics,,James Young,placed on IL
2017-05-19,Celtics,Jordan Mickey,,activated from IL
2017-05-20,Celtics,,Isaiah Thomas,hip injury (out for season)
2017-05-20,Warriors,,Zaza Pachulia,placed on IL with bruised right heel
2017-05-20,Warriors,Andre Iguodala,,activated from IL
2017-05-21,Celtics,,Isaiah Thomas,placed on IL with hip injury (out for season)
2017-05-21,Celtics,James Young,,activated from IL
2017-05-21,Spurs,,David Lee,torn patellar tendon in left knee (out for season)
2017-05-22,Spurs,,David Lee,placed on IL with torn patellar tendon in left knee (out for season)
2017-05-22,Spurs,Kawhi Leonard,,activated from IL
2017-05-22,Spurs,,Kawhi Leonard,sprained left ankle (out for season)
2017-05-23,Celtics,,Amir Johnson,sprained right shoulder (out for season)
2017-05-24,Clippers,,Luc Mbah a Moute,player declined contract option
2017-06-01,Warriors,,Damian Jones,placed on IL
2017-06-01,Warriors,Zaza Pachulia,,activated from IL
2017-06-28,Suns,,Jared Dudley,surgery to repair ligament and bone (out indefinitely)
2017-07-04,Timberwolves,,Justin Patton,surgery on left foot to repair fracture (out indefinitely)
2017-07-25,Suns,,Brandon Knight,torn ACL in left knee (out for season)
2017-07-30,Clippers,,Danilo Gallinari,fractured bone in right hand (out indefinitely)
2017-08-08,Grizzlies,,Ben McLemore,surgery on right foot to repair fracture (out indefinitely)
2017-08-10,Thunder,,Patrick Patterson,arthroscopic surgery on his left knee (out indefinitely)
2017-08-28,Pelicans,,Solomon Hill,surgery to repair torn left hamstring (out indefinitely)
2017-09-01,Pelicans,,Frank Jackson,fractured right foot (out for season)
2017-09-06,Bulls,,Cameron Payne,surgery to repair fractured right foot (out indefinitely)
2017-09-13,Hawks,,DeAndre Bembry,strained right triceps (out indefinitely)
2017-09-18,Raptors,,O.G. Anunoby,torn ACL in knee (out indefinitely)
2017-09-22,Wizards,,Markieff Morris,surgery to repair sports hernia (out indefinitely)
2017-09-25,Suns,,Alan Williams,surgery on right knee to repair torn meniscus (out indefinitely)
2017-09-26,Cavaliers,,Isaiah Thomas,right hip impingement (DTD)
2017-09-30,Pacers,,Glenn Robinson III,high ankle sprain (DTD)
2017-09-30,Spurs,,Kawhi Leonard,sore right quadriceps (out indefinitely)
2017-10-05,Blazers,,Noah Vonleh,strained right shoulder (DTD)
2017-10-05,Hornets,,Nicolas Batum,torn ligament in left elbow (out indefinitely)
2017-10-06,Kings,,Harry Giles,recovering from surgery / rehab of knees
2017-10-07,Bulls,,Kris Dunn,dislocated left index finger (out indefinitely)
2017-10-07,Jazz,,Dante Exum,separated left shoulder (out indefinitely)
2017-10-07,Mavericks,,Seth Curry,stress reaction in tibia in left leg (out for season)
2017-10-08,76ers,,Richaun Holmes,fractured wrist (out indefinitely)
2017-10-09,Pelicans,,Rajon Rondo,surgery to repair sports hernia (out indefinitely)
2017-10-09,Wizards,,Sheldon Mac,torn Achilles tendon (out for season)
2017-10-10,Wizards,,Sheldon Mac,surgery to repair torn left Achilles tendon (out indefinitely)
2017-10-11,Hawks,,Miles Plumlee,strained right quadriceps (DTD)
2017-10-11,Hornets,,Michael Carter-Williams,sore knees (DTD)
2017-10-12,Heat,,Rodney McGruder,surgery on lower left leg to repair stress fracture (out indefinitely) (date approximate)
2017-10-12,Pelicans,,Omer Asik,illness (DTD)
2017-10-12,Suns,,Davon Reed,surgery on left knee to repair torn meniscus (out indefinitely)
2017-10-14,Pacers,,Glenn Robinson III,surgery on left ankle (out indefinitely)
2017-10-16,Jazz,,Dante Exum,surgery to repair separated left shoulder (out indefinitely)
2017-10-17,Bulls,,Nikola Mirotic,fractured bones in face (out indefinitely)
2017-10-17,Cavaliers,,Ante Zizic,placed on IL
2017-10-17,Cavaliers,,Isaiah Thomas,placed on IL with right hip impingement
2017-10-17,Celtics,,Gordon Hayward,fractured tibia in left leg and dislocated left ankle (out for season)
2017-10-17,Celtics,,Guerschon Yabusele,placed on IL with illness
2017-10-17,Celtics,,Jabari Bird,placed on IL
2017-10-17,Celtics,,Kadeem Allen,placed on IL
2017-10-17,Celtics,,Marcus Morris,placed on IL with sore right knee
2017-10-17,Grizzlies,,Ben McLemore,placed on IL recovering from surgery on right foot to repair fracture
2017-10-17,Grizzlies,,Wayne Selden Jr.,placed on IL with right quadriceps injury
2017-10-17,Heat,,Rodney McGruder,placed on IL recovering from surgery on lower left leg to repair stress fracture
2017-10-17,Hornets,,Nicolas Batum,placed on IL with torn ligament in left elbow
2017-10-17,Kings,,Bogdan Bogdanovic,sprained right ankle (DTD)
2017-10-17,Pelicans,,Alex Ajinca,placed on IL with sore right knee
2017-10-17,Pelicans,,Frank Jackson,placed on IL with fractured right foot (out for season)
2017-10-17,Pelicans,,Omer Asik,placed on IL with illness
2017-10-17,Pelicans,,Rajon Rondo,placed on IL recovering from surgery to repair sports hernia
2017-10-17,Pelicans,,Solomon Hill,placed on IL recovering from surgery to repair torn left hamstring
2017-10-17,Rockets,,Chinanu Onuaku,placed on IL
2017-10-17,Rockets,,Troy Williams,placed on IL
2017-10-17,Spurs,, Tony Parker,placed on IL recovering from surgery to repair ruptured quadriceps tendon in left leg
2017-10-17,Spurs,,Kawhi Leonard,placed on IL with rehab of right quadriceps
2017-10-17,Warriors,,Andre Iguodala,placed on IL with strained back
2017-10-17,Warriors,,Chris Boucher,placed on IL
2017-10-17,Warriors,,Damian Jones,placed on IL
2017-10-17,Cavaliers,,John Holland,placed on IL
2017-10-17,Warriors,,Quinn Cook,placed on IL
2017-10-18,76ers,,Furkan Korkmaz,placed on IL
2017-10-18,76ers,,Jacob Pullen,placed on IL
2017-10-18,76ers,,Jahlil Okafor,illness (DTD)
2017-10-18,76ers,,James McAdoo ,placed on IL
2017-10-18,76ers,,Richaun Holmes,placed on IL with fractured hand/wrist
2017-10-18,Blazers,,C.J. Wilcox,placed on IL
2017-10-18,Blazers,,Noah Vonleh,placed on IL with strained right shoulder
2017-10-18,Blazers,,Zach Collins,illness (DTD)
2017-10-18,Bucks,,Jabari Parker,placed on IL recovering from surgery on left knee to repair torn ACL
2017-10-18,Celtics,,Gordon Hayward,surgery on left ankle/leg to repair fractured tibia and dislocated ankle (out for season)
2017-10-18,Celtics,,Gordon Hayward,placed on IL with fractured tibia in left leg and dislocated left ankle (out for season)
2017-10-18,Celtics,Jabari Bird,,activated from IL
2017-10-18,Grizzlies,,Kobi Simmons,placed on IL
2017-10-18,Grizzlies,,Vince Hunter,placed on IL
2017-10-18,Hawks,,Isaiah Taylor,placed on IL
2017-10-18,Hawks,,Miles Plumlee,placed on IL with strained right quadriceps
2017-10-18,Hawks,,Nicolas Brussino,placed on IL
2017-10-18,Heat,,A.J. Hammons,placed on IL with illness
2017-10-18,Heat,,Derrick Walton Jr.,placed on IL
2017-10-18,Heat,,Okaro White,placed on IL with sprained/strained left shoulder
2017-10-18,Hornets,,Mangok Mathiang,placed on IL
2017-10-18,Hornets,,Marcus Paige,placed on IL
2017-10-18,Jazz,,Dante Exum,placed on IL recovering from surgery on separated left shoulder
2017-10-18,Jazz,,Eric Griffin,placed on IL
2017-10-18,Jazz,,Raul Neto,placed on IL with right hamstring injury
2017-10-18,Jazz,,Tony Bradley,placed on IL
2017-10-18,Kings,,Harry Giles,placed on IL recovering from surgery / rehab of knees
2017-10-18,Kings,,Jack Cooley,placed on IL
2017-10-18,Kings,,Zach Randolph,placed on IL recovering from oral surgery
2017-10-18,Magic,,Adreian Payne,placed on IL with fractured left hand
2017-10-18,Magic,,Jamel Artis,placed on IL
2017-10-18,Magic,,Khem Birch,placed on IL
2017-10-18,Magic,,Wes Iwundu,placed on IL with strained right hamstring
2017-10-18,Mavericks,,Gian Clavell,placed on IL
2017-10-18,Mavericks,,Johnathan Motley,placed on IL
2017-10-18,Mavericks,,Josh McRoberts,placed on IL with knee injury
2017-10-18,Mavericks,,Seth Curry,placed on IL with stress reaction in tibia in left leg (out for season)
2017-10-18,Nets,,Isaiah Whitehead,placed on IL
2017-10-18,Nets,,Jake Wiley,placed on IL
2017-10-18,Nets,,Jeremy Lin,ruptured patella tendon in right knee (out for season)
2017-10-18,Nets,,Tyler Zeller,placed on IL
2017-10-18,Nets,,Billy Ouattara,placed on IL
2017-10-18,Nuggets,,Monte Morris,placed on IL
2017-10-18,Nuggets,,Torrey Craig,placed on IL
2017-10-18,Nuggets,,Tyler Lydon,placed on IL
2017-10-18,Pacers,,Alex Poythress,placed on IL
2017-10-18,Pacers,,Bogdan Bogdanovic,placed on IL with sprained right ankle
2017-10-18,Pacers,,Edmond Sumner,placed on IL with surgery on left knee
2017-10-18,Pacers,,Glenn Robinson III,placed on IL recovering from surgery on left ankle
2017-10-18,Pacers,,Ike Anigbogu,knee injury (DTD)
2017-10-18,Pistons,,Anthony Tolliver,placed on IL
2017-10-18,Pistons,,Dwight Buycks,placed on IL with strained left hip flexor
2017-10-18,Pistons,,Luis Montero,placed on IL
2017-10-18,Rockets,,Chris Paul,bruised left knee (DTD)
2017-10-18,Spurs,,Darrun Hilliard,placed on IL
2017-10-18,Spurs,,Matt Costello,placed on IL
2017-10-18,Suns,,Alan Williams,placed on IL recovering from surgery on right knee to repair torn meniscus
2017-10-18,Suns,,Alex Len,placed on IL with sprained left ankle
2017-10-18,Suns,,Brandon Knight,placed on IL recovering from torn ACL in left knee (out for season)
2017-10-18,Suns,,Davon Reed,placed on IL recovering from surgery on left knee to repair torn meniscus
2017-10-18,Suns,,Jared Dudley,placed on IL recovering from surgery to repair ligament and bone in toe
2017-10-18,Timberwolves,,Anthony Brown,placed on IL
2017-10-18,Timberwolves,,Justin Patton,placed on IL frecovering from surgery on left foot to repair fracture
2017-10-18,Wizards,,Devin Robinson,placed on IL with stress fracture in left foot
2017-10-18,Wizards,,Markieff Morris,placed on IL recovering from surgery to repair sports hernia
2017-10-18,Wizards,,Mike Young,placed on IL
2017-10-18,Wizards,,Sheldon Mac,placed on IL recovering from surgery to repair torn left Achilles tendon
